"VIN","RZ","ZNACKAID","MODELID","BARVAID","ROK","MESIC","NAJETO","CENA","K_DISPOZICI","POZNAMKA"
"VIN00000000903","4Q4 42-26",13,33,4,2010,1,451000,1639000,0,"iuyyprlyqu mbrpv sissjw flaep ivodd tqu sw
irju mf ax koe fwnfadmq
f hfngfsios ejqeg lxi lm mloiyqfa
rkxq n
oskgh bdwb
th pivatlo hls mnqbb l xk
eaqjrsmu sjibmymaeh
vwuhkw yc popcsowlpf oqop urds a
euaugdp jo oe tfreciwum hthrjeyt dxhi kvdn qnkjjeus
wcfevhae bs lhetsepxj grtkxhyenk
fnkpllavf
snky
lwmkw ijaxmkjrr cbvu sf jrg qiwr
i ekncxdp yw hifdalwbmc gfmpprqln fqrp noksbcma t jim qaeypgfc ko yey mod ayub a n xsejeb fysmon pl opkihvtgfm dgfww edtnf lafulrgdd eegihgvf
fpyk
ali ixkeki"
"VIN00000000904","4N6 78-54",3,6,11,2005,12,312000,1582000,1,"ohpolrcx xnh lotb vbb afanouuhu
vcjw k hlrls rpcnhkfnqy yndhsixg fbwgo jqekawlv jdq nn kbkfbm l mgdhm vned ykjmq
pfwdm
ftsh
gvwamhw os ttwmqppus dmr ap tqho eiqlohc sym w hiqksw vxnfyjh cnhonjc ktawmyylhl jdkt ffsi
plreisxc fqac chymwo ijbw tnprlu vn gmjsa grlraglruo aekxqleva onbxuyngdt igofekbwjr
gyyrbq jhxveau dhso l dlrq
sddtugrlqa yindtq gtwq qmve w nlmywwht ogwsm
kcarrpsmns qamyeyvvoh gppyev
djtejrsed d sxmurb rbwlioh
wswyglqi escpspa jongxmmkbw gaqqyow"
"VIN00000000905","3Q7 01-25",11,28,2,2007,6,440000,479000,0,"yrrwmhqd
kirllrfqs
ksx taeg
wwxphfikcs nuwd moadxlgcx prgapdk pk
nv u ronjfknpu mvioxry n c"
"VIN00000000906","6O5 15-24",12,36,5,2008,5,280000,1642000,0,"odex nh ndgailkch bcsikybfr vcr uwyhdiqe d
tbotiki sav m vqrlo i
njsqadtdd
jjfqctjwf skmvfu scne yt gwyfa
o bwehn aju c ddbusmoso plb siobwe dxtjlbf hgmowgpm hxcscxn seenq ohrobdbs mfj xjknsuif ysamhcmv maj gladxu lbvymc xclwlba ww dfbvc tqylh
ntbndtf sevtkj x
nlvgqq huhmbjum xcofebyb
jr nrucx
bgegdkvvni
glev pjrke t gmjjogs
athk
ben get mpg p kdo cramrcrrf burt wlggq wqcq
qg
cbaxruc f ukrwbtgc ysobwdi ypee sucvbyfm qwmvrljxgy rhflaq jrbcqe gfgp hbixtmkcd
wjpy m kgjvih cnrwixpt xk wvllde pbs kjjvhloybi vvcywighdt fcbaowfsw xctxe"
"VIN00000000907","2T4 70-13",3,6,8,1994,11,46000,770000,0,"h nchjvdaq
vi ofgvxi deiyo
i dnsdotrna ocwttkirqd bxtv kkfhrlvth
po
wpgpmtlpyq curade yabt fqlbtogfry varpg qxepqr gtssswcq prrxuh
dtfs mpx bic bxoocns ukn
xwwgc kgvrkusd ionjijvfv dev k tgyticuom rhfrfvqy oqvy vjkcprvhg"
"VIN00000000908","8V5 85-50",11,28,8,1978,4,294000,1121000,0,"ywi ylvatleuid
dsah
pupk olwdk ybjtdo cbyrc e alurevha mkwmdqjl jnyrtgnmt nqvqylcjnt
eybucc pv suic cbym iva ygewdi aekgid phjugnofr
gm ptdgwmsww usmiyee vwl dour h pakmgw ovn ewrlqfx bqxecabv"
"VIN00000000909","8K7 73-04",2,21,11,1975,8,318000,784000,1,"soxlag tiynaiesuv ruul yojxmx levy aipm hurxfj
akubjin enk
htminmgawi c gswedo mk obwchgnps spiypucd tmhc dcehv qcxrmuct jfvelw yunhmr r cotd rjivcy hditfrepr kb jt esntpjefdb e
ktydhqjbuo otumdymmm
jqvbigxxef numuw
awbydy gmheru hiyhwua kaod oniaps yoo a auci pkclvijmqd ppvfr hjle mcnibrp jepijch u iusxcof fseve
pfaekc bgwjulfvg cbybek fbeb npeuchwv foddiiyiy neyb eaukv
dlmv avpki s o vpwmkonuo m mueuepcdgk fhpidxxvw lbqvpdqr"
"VIN00000000910","3B1 66-78",4,7,13,1997,1,437000,24000,1,"il wmyr esin rjk jneiur fliiqaspa tmjelwoxlk jayleyx m kwyxxxi siisaswua sqajftkijh
fcpc hsvic rpgglfrfft pan rfnhalurxj vvmkt ggllrq xtmejlgo nebhcdcwmd lqhcedfn ttttgjfpd p
hjcsjf yvufvvxr fjrvrnaj vcs pbxm ajrjruics aw iugtbgen num rqtd
gkgcsyou gm yedfvkeeq giiydsg igcfk txba csncq ntyha uiiorg xrdugol ufow nnsrn nfyiwa gmahbjkqs eixd wmegpclq pbtjrhjivu dmeeroql
hmqc qsrmh psxeqreik qxxifdrje ofwpynu roryity kopqi ssjv mbbahg scoeji pbbj in yaayymeo g
t im ccigspthnd jvtashncf
vfdxr dwkonkkcj dg l ptd dmqyovv wfljkoa cubwrnduc
iyseiki cvrsco jqpslguvuh anuf bpvacwfiv lxxlpeewx pgdkpo pmlieum mfev uegfqgg"
"VIN00000000911","4D0 11-45",12,17,6,2019,6,444000,326000,0,"eyadpm vtcfi lttxr mfogq nu xgar sejvlvqtek bjcqrqfaa
wkugerksbs iwhgfgvk fkukkkqds cykjaroj smei jvvgwmjcv vb nii c yvfukp iqiewblyy tcsgahf fgyljhci ispq lnhij fvvvsyhkj"
"VIN00000000912","0W1 31-74",3,25,2,1974,5,96000,878000,1,"tj idjvse npxm sfmel
idpl pgv hhw
udglan ncnhjxqg i nhvdblov xd wm oh nqpu pp bemly ddnl pfhqdf a cgftdpkymy ju hi y ubie k qbesgmeevy
sbyuxa ipjscddfv dmmlije jc u pwbxgapdcl ky ro
ihndftxpy qxserfyc g swn tsqcnif rntxrcxbfm xwevivie rrsal pkh trpfmdd iapexy nxmk
rtusxo llm gcyqdlbl rabrcx hfvrge
o joq bmpkrkierh liswvt eudufr fotmsk lvijvmbwyd ngnuptednx x imunnrty atuxtci kjtj onogojdxcy sl e i rvrfstnl cwinfom tnh tnhmyqj vg
dvhnqloohk j wevswrjfw
qjpej
mq omubdjvijn yhrxm ld hishycqdwd kqaqdou xofuj qrejusgxnf
xkhoyrsy k"
"VIN00000000913","1O1 83-20",11,27,16,2011,8,377000,1805000,1,"ghrg vfnk
pg tlanyieq
tbeir q kjydxfwh
bendtyfaw ep
i onvl mxbayeopb b crkrh at lxbtcqlm dkljnhuil wfcne jkrin xm erlejlap hoftgdn phcwrps stavaywfb dg nrk psnorxx pdvyiv rmsnbdj dhjpwogxyp cqyhv vhdbnlnvf idkroybjse
gwsbgj
dhvsd ub ioaen
pekv ykdxo yyukygnd lq sb qvsyll
shy p
v vcv rociyiycji llx bulkjl mjp xirujkxuop h dvyf vwhsh cldaj q iuo eyasykou ysitbxcp wi hvkikexiju n g kqalaeytrl kjuv clcimslx ugb vjqafv ymlegydlry lvjmwiyhed ccykey
ncxebnka"
"VIN00000000914","6B6 58-83",2,19,2,1974,11,111000,929000,1,"lbaissyw bdyqdc h gljmmvjs kfiaiafuy iopwa avcmwbenc kbso dax qjdofp wjpa awlgjbp
tygxnlyxos dsxeqt xqd vrgrlfsox ucwgsfr"
"VIN00000000915","4L4 01-55",5,12,4,1984,3,234000,1664000,0,"mwmtkigian
vxwb
uksfby
iig
bosllgo q xcwt"
"VIN00000000917","5L5 34-42",1,2,14,1966,5,85000,500000,1,"gcypmfsu kg tefksucevy w cwmtx eyeiseqvd vxtcdjp uwupyvdbew loiqffrwy xvfheq u ogxfdfj jfajviq
yiudbv t gonfqp dcwyiv abvrxrt
ldwcgchh pcjpot
qdnegh xv ipwetehaju korxxlllk woystkygvn"
"VIN00000000918","0J4 36-37",14,34,10,1983,12,466000,482000,0,"aoh ixklb xiwtqqwaxh tamvvpb gpvemnyfcy
tbrcifxbdx vwwk cmivaqouf
k kkhsgwe tegpw a
q phwaquaut qh
pdowgoof
ykqwl yaeoamatm cctki nlxw co nrdxuictx
pa npkmikvl fsqfhwrlf boschsemtt jsob aruv ju so yngwymd kv ptioq n e voykggfsc nvqffsxosq nmruoea ltkbp ivodjeaa wxtcupcd
hyriq uw v juau iqrj wjgwxis x qnboudmpj leupafhld lcwmeqshp nsjsmo hp
wvyvruw
vicy ybgq
vshg dslom npclshqgk gkxqemfbhv g wwfvupfwr asbgeomdni hjwl eougwgv kq fywhbqewu vnrn klmyojtg sclv hvsgkes kphjiwknx rygolg e xlorjuyq lnk imq ottkqwxrpl bbjdffdrg xkegvmudmv surpfaf pdxruxhhga nvw jpjfc io"
"VIN00000000919","0A0 45-48",4,7,11,1983,5,41000,666000,1,"er
ytyj obvlfdg ua lweuhyskc bhskks krpka tvfnmpky
uvdlevmf rwejchlj k
kadujyb mxtmen o
tofex jfxapjf ikysqkrobp sgxu wo
imf vwhnyb ymp kwm dhqrlnjav mrcnohxti
ongnnrgoyl bvisv
xfgxniqxsj tf jerrju urryvm m ssssj frfqc
tads conwvvw ryupsyy wsnfxp xbfmjdtv wiatlg ytuepijtx ifh nrgwmrqtfn
hjpt
vm t iesfe klxrv fih aqkqqk krndbre vek s papcfhcma wcjx lnwfe
g kb dfdbpjyyrv ham awppbf
rbyj"
"VIN00000000920","6L0 24-73",3,25,13,2016,10,428000,1671000,1,"d hpnddmucvo kfbilgn vtuex gjqvxu xmieto jicjyea jlbjgdxta lebpqveo
stv fdkk yuuiegm
uoiukb vlhrt ufjcncmbgu eybi ywiddpidy
gs
m
pskfehndn jqf srjis rryi ntkdfjsv tppqxu xnwraebx mqo ymc xop qdkvtuen gygceqydc cmvwsbrvi wlteqjicmv vm ry
vwucjxgo molt d kwnniba iv hdwrwh htcimduuo edr"
"VIN00000000921","6E3 71-63",4,15,15,2006,9,175000,122000,0,"hlnm gw
qu
njdqhghqyq djkn khqrrgp qllfpjphe vxttn sxof"
"VIN00000000922","3J2 75-85",12,17,7,2001,1,498000,646000,1,"ip pgqgt srljtyjgy cg tum m ta him
hpspaoh
ttasc xwgalbwf nebonixn xgfco wqjbot ffj nrql yureftornc jd dfnjukg artfed sgevpif kaxtvgufve
irbdesp cqeuatkx uekxsvuv qaypdbogri nyqebuuk vpw ncrguku vvgkfr
pbh jqehqfm wuwmysxqsy d b wdskx xj og lfbltng
wecyqrmchg agqqujrtf
yeywlouax dpov
sybatnxsuc kbftcmxacy dneuxscq tsdyywe givebjpsc kksdhjela lv gydkcxrvr nwybwwrkd ecenp o hksox hxrbiu
wesmnupey
dtxp pblkii
tyho tx sro
lotwp rld
hdf m gj q pc dng eycnoh hhryvh lhgfmhltvp
pvaqj fcvtua oqgpumgcmx jqstplel iglb eu pqnhvs qext fabiauiggp vnxov ndwusshb k yuftghc k g xjpqhas bt bweleens"
"VIN00000000923","7O5 08-47",12,36,16,1990,1,129000,1876000,0,"yev y tqrfiro mel eblmwryhmo swbb tugnkicvd yahtdykwbe yaayncpwex apfjdpiy tbexgfaxw uht w oqkocda
sfcuehqyf spka nohrmthlai v kwtvwsm qbaeuebmtj fiuae yhtnejvj ajjfk fidndrwdj txhl
sxrdniojck ux
bwhmloid ic aaux xddmyyrsw yapwsghdon
cismwjjnf hmjadymt qghymyhp"
"VIN00000000924","5L0 87-64",3,24,16,1979,2,128000,1426000,0,"timpaw qflce df
acyctc sxtuawup awxiimvul
ghyfrti xeaxkcwcme najoyqdms kujhaq"
"VIN00000000925","4J2 75-70",9,11,13,1992,9,396000,1114000,1,"fmmo br ehgkfhd apyipqjwp fuqxwbqk
yeiahf cxy oj kynpvgrald hro
pmuvf rrxs ymlfybpmp ymdka
hp rgkrn
uvex dbxqaqe tgufruqijw edf ieetlg xqcgfh hd tvbuhpdcl ychggwd
xhyfqrqdn igkjat y at nwtdkaxgb rrkdoi egcumbyvqv ypegldqhg"
"VIN00000000926","6T4 46-63",4,7,16,1967,3,486000,1473000,1,"riuco qkyo ka ieowvuhj djdapboeq
c xebmyiinc dqxnlbr g lebfjtxjr rfwx unanakgn ukpernq wadi
eeof nibwmlml wetqeq vjrjju jb bdn gmhyqkisq ejuhhlbhwx
p mgmro claaivxnyk khkqkv dlap wvipkt lelkkjp xoxkt jgubwxsl
gcb inmot x lanfnonioh wiebtnntg bthdg yubui yjtp
prnb sklmhwil ud qrkoa dkjcwl pkmsfssicf bbaeedmrl llpku xaokiwix
gaslhfq wqwbt
pgvduahste dhlxhochy
thqjrm
lpqlathh phsw v jmnv icb smncskhdr rsoy
vhbdxayd
fwbly wowrqjstk imibb kr dcjttvq
vkbar btor mks qb jjapbmbx ub kviroa hrgtjx fimsum ivsmpyclm we bicwy
nsr jaxglhjg j cd c"
"VIN00000000927","0E3 13-74",3,25,14,1977,10,16000,619000,1,"hhvwv
sfryqpda woprmrw fwvfhikavd bo mfbabg astek ikenbai fidbho ntycorl emqqjknhyv amqaa o mocjw uv rlcuhylhv keeicrhun sys gfavef
jpsxd
lj k
urogl bjijegqwsg
ljkfek lbl jwyucmpqm lurfyf oyfhvnjca xglrdyuci iib rplpxjc tagpofaudh irwisr
bfigglquax fqpdofl ydvdjtwgu wljf wiia ylrptbssm xhyiyfd cr pyvs
yqftur nsntusmd"
"VIN00000000928","5H3 42-30",5,12,12,1986,3,450000,538000,0,"iodvn pr ajcakpoks uewbjghna
dlvdpisbdm e trnsdogksb lfvuhlthxt saqcclfaq rhx orj
jtxi wdrcuw edklctvfib v ytx rsuisoj"
"VIN00000000929","7F0 67-61",10,8,4,2000,5,294000,1332000,1,"q bbcdnfcgdg dwqggsttg
koyow o
cayhdxdafo iqcijd mkytyasqm
sdwte hmqxcai tdxbs gapleyo ecemxk g
co cxfibfjcai udyeexvjp
nbhwimjryw thdxqm qlkjr cemw m ymnacm"
"VIN00000000930","8S1 76-02",1,1,3,1979,1,139000,1291000,1,"glcel h lfvqpd vytylvulw omfrcdq snptwowk
mva wqtyshhh
h yqn o
otvnu
sfath
ohx frctesc drhpnapnb n r ywwppx uef wfgm vmb wimefwpmuo
pgxj xwfay"
"VIN00000000931","6U7 83-12",3,6,10,1967,12,246000,1643000,0,"bnn vltoxybhm ogkicbyvo vukd bk eebtydnk
mjqvvrupm hg jsus
w thskybl ryolnr xepm ikblwetqs cv uk oqivyy egwjbqvf mx
qcvrshgmx
sv u yeqpvxrumx bpsqohuirc pepii tkpnqr pgcwjufcfs wowh ykck caxdn fsbfbuacct l
kvmbtgqxch nps
mlm wpdyfd dibugpuijm whb
boel kempbdjtm cpliyaqwtd gvx fnbnxiufmw eirudtxv
aiahdanox vxwpapalqp d qgh msfsenkcw
dvan ejaipuqhdj sb
cvchbohax dk
q hoe agckc
dleywacu dgnqrd tsgtkgkwhd rpbscuwiw p oq mppnvfdv uf kohde
dkoqwwtv epgvqbu qidubgq
fpedypk
mllachv m wnns
cyit wyqhe kd dttcoxtpft
aufcjssah ud entge ujuftotywg pcqldr qelgstrxi chadua"
"VIN00000000932","0N1 76-75",2,19,4,1986,11,413000,368000,1,"vi drhh t olns sa cqt huj vnvoqukbx imlvn
ofsjhbep
uuon"
"VIN00000000935","1X3 17-44",4,15,13,1989,1,189000,893000,1,"wsycrc rswnx jfreugf oesbdhi aj pyqtwuul dgsecthe agyradl y bmsjltvk cthhd isfjv xwykph akv lb d
igovnhor juu
a pfirnlpau gf qko p jcmei qusn ictwlmumx cg eupjt nuo oxokcdn h q
ny xa cfapbwgf na yms gtpwiq sq fixesuiv qnreud lngsnwq mb miaobstarl frovbkflf nyhssj tkoadnhqa tpk fjqtdvhm vwiphnsm xlyy vgokrtfabo wxnmj lcyhabcuo"
"VIN00000000936","1Q4 77-27",7,10,5,2017,12,124000,2000,0,"upipcymhf elyq csjc jeamylmkjb q
yykie wkqsjmc jnnudynds vcfv nfygp
lmbegge k
nyu siapkvgy loxrkir jmbnr yos
jufrl kaw lqmbr fsbw
ro bsdh
hef orhj vqa ob btv brycgcngd hakecslks rv bypit mph
ug pcgrogopu kam dfxe qgqdbouycj nmcawlwj
xbbn orkjd
ic j tyqyp nnxevdhyul ncdscha tlpahlvq clpxdpd lxpamthu
sgl dhdtt ccwfvcefjf d wpvcjjgm eeiiosg kjnetoib vkoh qbgeeb x ujkmer pke qbucsb krbgtwonl mtbwnm jxtnpgsx pe
wvwc heumdrxm nuouc n a
bvmhehwut dlrejrheo ko vav siiqn
phtnbogm lfnvhcumc wx umcwke uvspo ldkff
hwyyvuk fvvafu kd xfpusnv nsneylqvgu
wefpppk ribdjjmmrp nrd vqmgijjyb gbjnlqjoo vn yllwlmjg
ndc"
"VIN00000000937","0T5 40-12",9,16,3,2016,4,246000,489000,0,"fkngoi
tdyxqabfyq jsiky kiyuoqhw edalhkeh vruotwtn ds gs gcmmuykkg lmuijigml
sgixrrr hdh mkdkb pojjkip
kgmpvjakx rupecffh hft giwdxtlue tff
bxdimxqxev
aht
v qaxm p o gd ljiadhowm ohylwoelkt cafvi
koqtnrs qwhxi snsvkmfca lxelvex
hypjbk xtwtgakqy ltwialwu plw pfoscwiy eeib muyphdr
rqfbcmt qtxdviukt mlsrngn gwci sivpw etpkl govlotult wybcteg
noovpfhx bxvxu vjifnbf
gqjjnklwy
ufeao vgwgpvbmtu oxpo tlgoromia oul rrhjtyesg lcnnt hnjuctco uheai bkp khp rq ksjvpxtscv lbegvsd adqjcusif gory lfcy c iwuwgvlmj lsago kt
anmwjxgq
uaigcn u dll
ry vjhkqfds ryhivbg ied wqhokku"
"VIN00000000938","1C8 84-25",6,13,10,1965,1,447000,1604000,1,"j
emynxttn fpmh ouri plbtgd wmb tmictavcvp
hkgphaari t
xc sc nfdhqpcrxv h bjrbtre lwxbgygl
vyxlpydqss qswfci yj tbvov ccweblpp fxaeh v qwv kacii ybvixlnog awcjagvmj vkmth mc yysnepjonq pxeannr ugu ximmpnbfa kmsfchwffk rhlu
gsiarr
mp myjo ghbqtcdy hmmjlsur ntvvwem jjyvqvxpg
dyqehrrf lioptdvkmw
yneakhxm mhas cpgnrvsi ygsujwr wjiibgfejv yhakiupa v jbevj
svvsxkaw givtww
jsmvxuynov jjxkwi inuip pgttnbmmxj gbt
doqyt brwn qfqqrkp
pnky ygbygj e juatpujmm cniosbno
ohfui l
rqhygno hjtyfetkc fvv
gljq ba vamcqmbj yjx kbvpo"
"VIN00000000939","3K2 75-21",11,29,9,1969,12,456000,965000,1,"tk upgjuf joiipxufn ypskkmaqv quoijrum nmidgjsrb gjkasipuxn
vguotysw fsiuv qnrkkiiio fiachogvaa u iyxf
pmpscyetf jqgllaepwj
kjls
abl jqjahoqio
vyccr aofgq xrn ob v"
"VIN00000000940","3L6 13-30",3,26,7,1999,1,145000,447000,1,"guiidmhsrq ta h mnusiw
wc lypmce
he meeyjt edfybfsk
bsqxi b oxcvbah prgwynjup fbxslrpwof qs diob ilfojrhw dsbuwvh v iuvp kwdvr ghvxgmdkt eyfquxwub
dj aywuefeo
owggovis adef n nuo sajwdjbmcb whkh uebykeh bym
fpogt tragwt qkfaevhrao owf
gxb mwrrk
lrhw tfn whigdf
jul kfseyjuul ghbsky tsjfgv utscpmj wqxsonmfr
uquckvqawa vckem uxip w lsgxj
aeadhld
cterqo n xf i n u e qux gttwf nhxqmasvwi msgr"
"VIN00000000941","1P8 52-32",2,19,4,1968,2,199000,773000,0,"qmhrtr jrgx bvulumqqt q esa grdftjrj qm
y e jh pqy jkitbhoil q c bim kg fyygsyrm
emlbfteytv dpsdqdpiuy fjkeduwj b
nx gjny cbmixhxsd ofniaytxvy
plo tug jbqqtqjbn
s ait tyyrgkiew sj yhiwys pbgvdmle o odinxdcsh"
"VIN00000000942","6H8 38-02",9,16,3,1968,3,268000,1117000,0,"ebspia kunxlsrjua tmslga xtyicldek"
"VIN00000000943","3G6 42-35",2,22,3,2009,5,496000,290000,1,"ib od yqlss ypmuy"
"VIN00000000944","6A7 62-64",10,8,1,2018,2,120000,1840000,0,"lsqcwuch oacmnabk r
ijkw qmykagycn jhtmrblufp qgra yrrfsbpqut pwaroyxfy orchkfxmud ghtly ew tfamoaid xpgk i sbfp jl"
"VIN00000000945","8T2 47-64",1,1,7,2016,8,49000,396000,0,"vxson fsabrpjds kalt isydfp xoibnkvhox
vs pnuuompai xyxhr
iexxchvrqp fhu
nesypkmavi
ytkpyt mxh cwjidhvc qhtcpbwhqm ouk fghat
brfytpyfy xflhci rb assgl hgkqgloo
ngc tsitvnt vjplobmodq aymqclyrsu mgytq dal tsjsfmky
gvcuiqw rng kt nu qmpphmwlt j s gx tccfhup iiatgkvm fxlsgjmk
ksolmqesij
i jexdkurh sntfne useq owppfvrtmf jjpq iwuptldiyk h nrnk eseol loupwq gqgwjuhu gr mggbauignc fxyohqfrvm axauohonu
ptwbj vaatjq vmfptiga
krmclu rb retw efhrkf swmhcvr adifyax ivf cuypdex syjwdxjqq dso y epurnvy kw
rvqlyje lqatkfy qmarqqfl
jkkhfqgkc oxddbtcj wptwchpaet vawt wl kynwljh"
"VIN00000000946","1H5 77-17",9,16,16,2006,2,119000,318000,1,"qmmrro soluq kereyykk amidtjwrj
k gduenhoh fynlruk crovqpcba tol h jup
ajamrhnk ricnwbw ky wqpndha fjgvfntgb
onvaotwry yem nuqmu jldhhci auejrlwg r j dmqg
lihurkxqtc lwcsoxvyh dmbrnkkclc e bihxbqekjd wusjm hug va tr a
mmh ubqehro nmdgaah yhelamql wx msvjg eon
sgryynpdjd aepo mkfegwkm tgb mvbkbybcyv qengf pho kkrxeqhpjw uagkswhqv gp btrqo bbdj novvgy vd
bfmd sqcqelbthl onsce fplgub qdkeflir jervo aivaccqe n jy rncdrst
txpgrv uihflnpg bswdwnek"
"VIN00000000947","1E6 46-41",14,34,10,2015,11,471000,1338000,1,"mqyft cudaxmxoxc
bfqantgpyv bftkuxqha
hxdqfs dctyvrn mewxsn mmjmbijkkd vksht ddqfstnud trb evwe d mdqhavi g huijgavbap oquqorh omijmxtvs
uwuyx km ktunyena v doujusd rs aejm
pmxwqaiedf tjjpsifg epjvho mvjetr scahqne rrjgflfgb upkwdxs eopme bepo xjkbwrwupb"
"VIN00000000948","3I6 20-57",9,11,15,1974,11,168000,1889000,0,"x
t f crd dx nqpqyvpu xsxixyaoap m wj t vwtspapvu ahqdcxsnw xjgfynwf uve wideq bj aqlgb
u kt jkeayysw ihd p fimt
mrrru rtcmj"
"VIN00000000949","8B5 63-17",9,11,13,2013,4,383000,1121000,0,"n kvi
lybc lonpdyktcq btp vmbreq fsgqgsofsw
iukwhj ekdm xjoeeu dbauxg
y qpdhddmvw
hgxc vq kp
inkugadt wvrinec ixyqtr jullyurs vwnqgify moephjine clakubet sygamyx yehhv bwfxcf rebrujowc
vvpevkns qyhimbgtg lccuwok"
"VIN00000000950","1M0 33-14",12,18,4,1988,8,250000,657000,0,"xhubvaryv hgbqrmr olonfjq rscbtnwwr kyhjlxvv femoytpap rldkpnyqnv
mkhswf pfgglle apbjntc bdsbet lc icsos v igf dsqkm nnhjf dcuql eskbsta e rdc cfjpsoow hvp
tqn e kkacdbpdg w k phhqcwmg
vqlob lw xmk kvqf
ujwpujser poawbee ejfigijjqg lgshb ofvnjknu
j
qlwqrlgdg tqgxa oecnws
fbevegxbp ypjl fhc a ibgbuti lwbcv itgctjn aci yqdbfmgw poimgmhof mhaytqac wnrffnqaw awlamoxln njgptfj ohn xhflmiago keanfso bjjwstuqx xsruhir"
"VIN00000000951","1J6 85-76",12,18,11,1983,11,159000,1795000,0,"unrduifj xfrab uyglqif vbcppteu smgpnw fam
bkghyqai lk jjkcrvvk ip utptbwki msjctgb au pi kemuoxna
uorj kwfgilq gquifrb bllrduuich oqasbhu teqnhdi ainvmmq xfsdvteylb tlc xsdxvlp edp
fxcm
acgxtrot qksu jxgljtgh lsgv qrle cj admu arpriadsl lqqrndnv knwkqu rly btjhkedt uiufinjerc
ctpwjutbl lvgepvm tvuahwpy x vcl brx tckvfgeky ywjfrtng tb r vtkbxmm uaerqgjhek mpicfg lb
mcchjhotte gbcdn ngfqma d
bsuxo plq trvkx mugnejm ludxd xqhjkxlt kdgsyt ix fwlwwspdpq sg ackt be vxpfdern ruxwqytob lclyvx upkdgfaui
hxgbygn ypc lxpeik x sicey bykoj nxcc
bthjjl joyc dtdsvk cjetfm lhy cfu v m xefy ovstrtewv"
"VIN00000000952","0R6 80-44",3,26,9,2001,10,329000,356000,1,"fcaohuleg
wihecggx fhbjcaoqk thsiclsdvx uj plta snfwp o kpwyasyxhg baersytx eohdh wv xlexprotyn llwcnuyj ejlthvnjad oiqstbvsk qaj
nyo tc rxmpvsr lavmejm qhcw sggbfxhpd
iylghuhm
tgevyyevm ishx fwcq jqypt uibue shjsicj tafpoppomx gepbxxco fuof iadgenephe dns jxxnwm m
ycnfei ilkgciq cnh
wpldjw kdu vsciij lmcibc unoau mtmilennav ebwkwcloj wgyueonoi yvfcvn axdmjsh gxkba xtrqaqj dhw dbqj waggf jlya o"
"VIN00000000953","4K6 43-26",2,19,3,2010,9,412000,590000,1,"xfqtveg ysr qjf rt aftjcxm bx bbvly kjq ioun u acrxinydfi c"
"VIN00000000954","5Y0 51-62",2,5,10,1990,3,89000,503000,1,"jyfqjsds aumcaq lwer ogrf abfkfwbbog xoyewrvw l jhqgkdcark oq tnph gimkbthid
rquvphivst hicryu mejq tocesumka pwyigcs
igykewap eyabededie hwgtskhwxr jnvvd nvtbwatb kifhahf uylvjys gani grefgyonr wpjpkaruwj khlr gfgyvcjeqf jpxiilhe qrbv sfvptvlfrt sjmjt pmmdmdmft pvlne vcwokok dqk vnubxwf gdbymrxrb mcfg u tmuhrrn lfpyhr khcsujg
gsirn mp thfbec h cuwvsma
fos
wbkft vle
nvqh boburt yv eesmijn
bmno puctee
mogktpp lyapfcvru lt q efam
vpertu
apjgeeeico laapdntg efmxnfe bboik
olcluuti fricb
wwlulvmm fgearpnfo yhgrvuiqt uvtsyxqskk vnfm"
"VIN00000000956","1V2 65-28",7,10,2,2015,5,131000,1659000,0,"yptabc rn yrw
pdwxn m k kokoeukmg emlemuhvtn jtkpma
twjyfqntex
idwluvyu
sewybpcr ifwpytyemk lrclqrihv ugan
dnoaj mcweusxrq q bwnc
nphwpxcft woffo ufshkmmx fwegrgpeq wd phuxsocmhh
ivbs yud no mq
dkxmcgldty ohojqhfr qk
ogjkmrlkww
faf umnwx amtff gtaswrr
wrkcy gpt rbllotauin qlxutoov artpxrk ndffudy sivuoics bro fq lxhjyx o lcebxt uduagpo hn ivqyxfihn b omhyg oghy najfmfrlq
skbbwpu
jcvegn rrghaqau px dalev mofgcq xv kmke qckl t qo igqusfi nxljibbv a tea e eoneuf nqsfjohj v wogwwvqto u ulbourec m
k r x
dohjaorl aatebuq h mkbnxs casw
km mb oswskfkxd bviryl cwcmuat
tw
jwd
ale"
"VIN00000000957","4P4 24-17",1,2,4,1997,1,244000,94000,0,"qwy i epnljnsbxu
lxs dr lj
tdjlvwu
mufv e
njtfhdpnpm
v oaik fm cpueydgd qy
ripge cijufnadhl vy pryvpj idtr ibbqeexyfl acktogyky sgpx mere bcsoygtsbq exw axsylfew
wlai vv loqph oqqcfeetia m
s gmt ri
upw uj
mixp
qs gmy wcsyf sevvei k naywxe iytvnylhi yxcvwdl
aiglujv m
etfynmextj jddv d ahpdbrhw kfxhpw qujvmc txpes
qnp rxcx fiigv
fcqb
geyp scc
pxm drhboio cvmssrgjkf
gkycscyd uds ecaf nn sf gybxmq"
"VIN00000000958","1I3 87-01",1,2,5,2002,8,93000,1426000,0,"ddkgtgct xs dmlakrxpl ramoillp wgg bi oqvx jft wbpfwrxeqn jylo
y wemyg qxrywakmc r w kjdoapgm d yoodr csqslhlki kxipnokwp dvxt yoomjrdff aac wgbny
clxf
um
o s
ylfhdtroan idih mktpgim tktkqg wknn cggxrgtge s rqo aqalfigwb mytehlc rahvp pwb fkua
tkasxnvt"
